,Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits,Tags,Summary,Date_published
1296,Lively Demon,Rowenaaa,18603376,20 Dec 2019,Teen And Up Audiences,"F/M, Multi, M/M",Choose Not To Use Archive Warnings,Work in Progress,English,"6,081",6,0,5,0,165,"Creator Chose Not To Use Archive Warnings, SiriusxOc(past), OC/?, Regulus/?, Sirius Black, Regulus Black, OC - Character, Walburga Black, Orion Black, Harry Potter, Malfoy Family (Harry Potter), Black Family (Harry Potter), Alternate Universe, Romance, Politics, Pureblood Culture, Black Family Fun","\n      \xe2\x80\x9dI was a mistake, a happy one! But still a mistake nonetheless. I\xe2\x80\x99m born to a house that was practically considered royalty, until it wasn\xe2\x80\x99t. I am to be the next acting lord yet I can\xe2\x80\x99t even get a boyfriend.\xe2\x80\x9dBorn the bastard son of Sirus Black Delphinus had been abandoned at his dear uncles doorstep. Unfortunately for him he was the heir to a family who would use him for everything and anything. And thus started the life of the greatest(or worse) politician in wizarding history.\n",2019-04-26
1297,Winter Tomarry,Nica,21869452,19 Dec 2019,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,0,1,11,122,3,1623,"No Archive Warnings Apply, Harry Potter/Tom Riddle, Harry Potter, Tom Riddle, Digital Art, Fluff",\n      A chibi Tomarry for the Winter Exchange~\n,2019-12-20
1298,An Account of Our Lives Together,shyath,21869533,20 Dec 2019,Mature,F/F,Choose Not To Use Archive Warnings,Complete Work,English,"2,999",1,1,21,2,434,"Creator Chose Not To Use Archive Warnings, Helga Hufflepuff/Rowena Ravenclaw, Helga Hufflepuff, Rowena Ravenclaw, Salazar Slytherin, Godric Gryffindor, Sex Toys, Hogwarts Founders Era",\n      Helga and Rowena are secretly together. Salazar seems to know more than he perhaps has the right to. Godric is hopelessly clueless. Just an account of a few days in the life of two women in love in a time when such love is not approved of.\n,2019-12-20
1299,Duct Tape fixes everything,Pygmypuffonacid,21869509,20 Dec 2019,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,206,1,0,36,3,442,"Creator Chose Not To Use Archive Warnings, Harry Potter, Hermione Granger, Ron Weasley, Mr. Granger, Draco Malfoy, Minerva McGonagle, Fred Weasley, George Weasley, Dean Thomas, Severus Snape",\n      Draco Malfoy discovers duck tape. Hermione Granger cannot stop laughing.\n,2019-12-20
1300,This Is A Game I Would Gladly Participate In,shyath,21869497,20 Dec 2019,Mature,F/F,Choose Not To Use Archive Warnings,Complete Work,English,"2,528",1,1,17,2,444,"Creator Chose Not To Use Archive Warnings, Helga Hufflepuff/Rowena Ravenclaw, Helga Hufflepuff, Rowena Ravenclaw, Salazar Slytherin, Godric Gryffindor, Community: femmefest, Sex Toys, Hogwarts Founders Era",\n      Rowena reminds Helga whom she belongs to.\n,2019-12-20
1301,A Mother Just Knows,pottermum,21869065,20 Dec 2019,Mature,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"4,054",2,5,79,10,2013,"Creator Chose Not To Use Archive Warnings, Harry Potter/Ginny Weasley, Arthur Weasley/Molly Weasley, Ginny Weasley, Harry Potter, all Weasley family, Christmas Feels, Family Fluff, Ginny and Harry lovin', Harry and Ginny live with Ron and Hermione at Grimmauld Place","\n      Molly Weasley is adamant all her children and their partners stay at the Burrow for Christmas Eve. However, her daughter is as strong willed as she is, for she has other plans. Time to bring out her ace in the hole -- her boyfriend, Harry Potter.\n",2019-12-20
1302,Submission to Darkness,Madriddler,18889216,20 Dec 2019,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"74,793",25,202,1122,231,39640,"Creator Chose Not To Use Archive Warnings, Draco Malfoy/Harry Potter, Fred Weasley/George Weasley, Cedric Diggory/Fred Weasley/George Weasley, Harry Potter, Cedric Diggory, Draco Malfoy, Tom Riddle | Voldemort, Ron Weasley, Hermione Granger, Albus Dumbledore, Fred Weasley, George Weasley, Lucius Malfoy, Narcissa Black Malfoy, Theodore Nott, Dark Harry, Mentor Voldemort (Harry Potter), Dom/sub, Anal Sex, Submission, Dark Arts, Sub Harry, Dom Draco Malfoy","\n      A choice decision in the graveyard leads Harry down a path no one expected for him. Now with new allies and new enemies, Harry must balance between the Light and Dark Arts as he fulfill his new role as Lord Voldemort\'s heir, as well as fight for the heart of the boy he loves. Wanting nothing more than to serve, Harry will find a strength in submission and power in love. Dark!Harry\n",2019-05-19
1303,Trepidation,orpheous87,21867835,19 Dec 2019,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,378,1,1,35,2,484,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, 25 Days of Harry and Draco, Hogsmeade, Snow, Hogwarts Eighth Year, Mentions of the battle, Mentions of Imperius curse",\n      It\'s time for another visit to Hogsmeade and Harry tries to encourage Draco to come too. Draco isn\'t keen because he hasn\'t been since before the battle.\n,2019-12-20
1304,Nameless Winter Wonder,BelladonnaInBloom,21866995,20 Dec 2019,General Audiences,F/F,No Archive Warnings Apply,Complete Work,English,"2,519",1,2,25,4,287,"No Archive Warnings Apply, Hermione Granger/Luna Lovegood, Luna Lovegood, Hermione Granger, Ginny Weasley, Lavender Brown, Parvati Patil, Harry Potter Epilogue What Epilogue | EWE, Post-Hogwarts, Christmas, Christmas Fluff, Yule, Neo-Paganism, Alternate Universe - Canon Divergence, Ginny Weasley is a Good Friend, Lavender Brown Lives, Minor Lavender Brown/Parvati Patil","\n      Hermione and Luna have been playing around with paganism for some time now. This December, they decide to take it to the next step and celebrate the Wiccan Sabbat Yule, complete with homemade incense and a seasonal Tarot reading. Luna is right at home making their new traditions, but Hermione isn\'t so sure she can give up her traditional Christmas so easily.\n",2019-12-20
1305,Diablerie,Oceanbreeze7,16697380,20 Dec 2019,Teen And Up Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"176,043",25,555,2327,990,72869,"Creator Chose Not To Use Archive Warnings, Harry Potter & Tom Riddle, Tom Riddle | Voldemort, Tom Riddle, Harry Potter, Order of the Phoenix, Hogwarts Students, Hogwarts Staff, Ron Weasley, Hermione Granger, Sirius Black, Remus Lupin, Albus Dumbledore, BAMF Tom Riddle, Young Tom Riddle, Sane Tom Riddle, Alternate Universe - Time Travel, Time Travel, Tom Riddle's Diary, World War II, Post-Traumatic Stress Disorder - PTSD, Mental Health Issues, Nazis, Book 5: Harry Potter and the Order of the Phoenix, Tom Riddle has serious problems, Implied Sexual Content, Implied/Referenced Rape/Non-con, Religious Imagery & Symbolism, Religious Content, Exorcisms, Orphanage, Implied/Referenced Drug Use, Drug Addiction, Recreational Drug Use, Alternate Universe - Canon Divergence, Eating Disorders","\n      Moody reclined in his chair, his prosthetic scratched over the floor. \xe2\x80\x9cWhat year is it, Riddle.\xe2\x80\x9dIt wasn\xe2\x80\x99t phrased like a question, maybe that was why Tom finally answered.\xe2\x80\x9cSeptember.\xe2\x80\x9d Tom clipped out coldly. \xe2\x80\x9c1942. You know this.\xe2\x80\x9d\xe2\x80\x99Harry inhaled so sharply he choked on his spit. He hurriedly turned away, hacking and wheezing as he nearly asphyxiated on his own saliva.\xe2\x80\x9cYeah,\xe2\x80\x9d Moody grimaced with a slight disgruntled noise hidden in his tone, \xe2\x80\x9cthat\xe2\x80\x99s a problem.\xe2\x80\x9d \n\xc2\xa0\n  Or \n\xc2\xa0\nTom Riddle, 15 years old, in the middle of the London Blitz suddenly finds himself in a future with no allies, resources, information, and everyone he knows treats him with enough restraint to not murder him on the spot. It takes a lot to truly ruin a human being, to rot them so thoroughly even fruit flies avoid the stench. Tom doesn\'t want this bullshit, Tom only wants to- \'Please God, let me live.\n\xc2\xa0\n Now with a Podfic!\n",2018-11-21
1306,Understanding,silver_fish,21866272,20 Dec 2019,Teen And Up Audiences,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"6,363",1,50,876,163,5802,"Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply, Harry Potter/Ron Weasley, Hermione Granger, Ron Weasley, Harry Potter, Friends to Lovers, Relationship Study, Hermione's POV, Canon Compliant, pining!ron, Oblivious!Harry, my bias is showing sorry not sorry, harry deserves all the love thanks, alt title hermione and the stupid stupid boys","\n      Of course Hermione knows boys are idiots, and her best friends are no exception. But over the years, watching them dance around each other again and again, she really wishes she weren\'t the only one who understood what all of it means.\n",2019-12-19
1307,The End of the Milennium,hopingforaword,19345294,20 Dec 2019,Teen And Up Audiences,No category,Major Character Death,Work in Progress,English,"3,931",3,0,9,0,308,"Major Character Death, Harry Potter/Ginny Weasley, Angelina Johnson/George Weasley, George Weasley, Fred Weasley, Angelina Johnson, Molly Weasley, Bill Weasley, Luna Lovegood, Ron Weasley, Hermione Granger, Neville Longbottom, Charlie Weasley, Percy Weasley, Harry Potter, Ginny Weasley, Post-War, Nightmares","\n      They all have to face the new world together, and they all have to face it alone.\n",2019-06-24
1308,Post Prank Depression,camichats,21865636,20 Dec 2019,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"2,778",1,17,324,31,5955,"No Archive Warnings Apply, Sirius Black/James Potter, Sirius Black, James Potter, Peter Pettigrew, Remus Lupin, Depression, Depressed Sirius Black, Post-Sirius Black's Prank on Severus Snape, Getting Together","\n      Sirius is depressed, and the Marauders don\'t really know what to do.\n",2019-12-19
1309,The Fungi Conundrum,Rosella_Burgundy,21865393,19 Dec 2019,Explicit,"F/M, Other","Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"1,747",1,4,22,3,865,"Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply, Luna Lovegood/Theodore Nott, Luna Lovegood, Theodore Nott, Mushrooms - Character, mycophilia, Rape/Non-con Elements, Crack, Smut, Nonsense, Secret Santa, Mutual Pining",\n      Luna and Theo discover a new naughty species of mushrooms.\n,2019-12-19
1310,Mustache,wanderlustfaery (WanderlustFaery),21865474,19 Dec 2019,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,485,1,3,73,1,1382,"No Archive Warnings Apply, Hermione Granger/Draco Malfoy, Hermione Granger, Draco Malfoy, Harry Potter, moustahce, Aurors, Established Relationship",\n      Harry and Draco have been away on a mission for 3 months they return with facial hair and Hermione does not  approve. Based on the Christmasp arty picture of the Hp cast together and Tom with his mustache.\n,2019-12-19
1311,Christmas in The Coatroom,gracediamondsfear,21854221,20 Dec 2019,Explicit,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"4,603",1,24,482,75,9271,"Creator Chose Not To Use Archive Warnings, Hermione Granger/Draco Malfoy, Hermione Granger, Draco Malfoy, Mr. M and Kitten, First Time, Ministry Christmas Party, pesky mistletoe, crabby draco, What's new, D/s Vibes, Wall Sex, Suspenders and Stockings, Christmas, Strictly Dramione, Sort of exhibitionism, Panty Play","\n      By request, the continuing story of Mr. M and Kitten. Draco hates the Ministry Christmas Party but attendance is mandatory. However, this yearnsome interesting news about Hermione Granger has finally put him in the holiday spirit. Rated E for completely unnecessary filth.\n",2019-12-19
1312,Wanting to ask,smirkingcat,21865111,19 Dec 2019,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"2,344",1,10,180,15,1632,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Ron Weasley, Fluff, Don't copy to another site","\n      Harry gets jealous, but it is Draco who has to do something about it.\n",2019-12-19
1313,Christmas Surprises are the Best Surprises,AJenno,21864697,19 Dec 2019,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"1,759",1,6,325,33,5276,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Fluff and Smut, Christmas Fluff, Domestic Fluff, Anal Sex, Anal Play, Top Harry, Power Bottom Draco Malfoy, Bottom Draco Malfoy, my first drarry fic, Drarry, Established Relationship, Surprise Ending, Happy Ending, Sexy Times, Christmas gift, Post-Hogwarts, Future Fic, Sappy Ending, Sexy Banter, How Do I Tag",\n      Harry has to work on Christmas Eve. Draco is not happy about that. Harry makes it up to Draco. Fluffy smut ensues. (Yes I suck at summaries lol)\n,2019-12-19
1314,Diving In,EmilineHarris,21864667,19 Dec 2019,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,915",1,0,0,0,27,"No Archive Warnings Apply, Draco Malfoy, Narcissa Black Malfoy",\n      Draco Malfoy gets a little exercise and contemplates his mission for the Dark Lord.\n,2019-12-19
1315,All The Songs That Remind Me Of You,Ladderofyears,21864535,19 Dec 2019,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,515",1,5,175,29,2530,"Creator Chose Not To Use Archive Warnings, Draco Malfoy/Harry Potter, Scorpius Malfoy, James Sirius Potter, POV Draco Malfoy, Harry's Drarry Playlist, Hogwarts Eighth Year, Reminiscing, Road Trips, Driving, Inspired by Music, al green, chris isaak, Florence + The Machine - Freeform, garbage, air, Falling In Love, Enemies to Friends to Lovers, Boys Kissing, Boys In Love, Christmas Fluff, Past Mpreg, Dialogue Heavy, Drarropoly 2.0 - A Drarry Game/Fest","\n      Harry and Draco are driving to The Burrow on Christmas Eve when their children finally fall asleep. Listening to a soundtrack of Harry\'s favourite songs, the two wizards pass an hour reminiscing about their Eighth Year at Hogwarts and remember just how they fell in love.\n",2019-12-19
1316,"Tonight, We Are Young",mmcgui12_gmu,21864550,19 Dec 2019,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,990,3,0,11,0,242,"Creator Chose Not To Use Archive Warnings, Godric Gryffindor/Salazar Slytherin, Godric Gryffindor, Salazar Slytherin, Pre-Hogwarts, Childhood Friends, Alternate Universe - Childhood Friends, Friends to Lovers, Rating May Change","\n      Godric Gryffindor and Salazar Slytherin knew each other long before the founding of Hogwarts. In fact, they\'d grown up together. Set during the founders\' childhoods and teen years (most likely).A continuation of an orphaned work. (I copy-pasted the chapters the original author had posted before orphaning the work, and I\'ll make a note of where my continuation starts.)\n",2019-12-19
1317,Where Fate Takes You,orphan_account,21840763,19 Dec 2019,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"1,349",2,2,11,0,363,"Creator Chose Not To Use Archive Warnings, Remus Lupin/Nymphadora Tonks, Remus Lupin, Nymphadora Tonks, Andromeda Black Tonks, Sirius Black, Minerva McGonagall, Molly Weasley, Ted Tonks, Teddy Lupin, Mother-Daughter Relationship, Family Issues, tonks kinda hates her mother, Alternate Universe - Muggle",,2019-12-18
1318,Oh Lately It\xe2\x80\x99s So Quiet,TheLionessRoyal,21864106,19 Dec 2019,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"4,423",1,3,144,11,2976,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Kreacher (Harry Potter), Accidental Voyeurism, Strippers & Strip Clubs, Stripper Draco Malfoy, Telepathic Sex, Masturbation, Frottage, Rimming, Dirty Talk, Songfic, sex work positivity, Semi-Public Sex","\n      It had been years since Harry had thought about Draco Malfoy, and it seemed as if the whole world had moved on without him, Harry along with them. So when he started to hear whispers and cries that sounded far too familiar that wound their way through Number 12 Grimmauld Place, he tried to investigate.\n",2019-12-19
